file_prompt,image_file,quadrant,bbox,skincolor,gender_woman,gender_man,model,base_prompt,gender_detected_cat,gender_detected_val,full_prompt,tag,prompt_compound,occ_code,occ_title,tot_emp,emp_prse,a_mean,mean_prse,a_pct10,a_pct25,a_median,a_pct75,a_pct90,norm_title,wage_cat,wage_val
a acupuncturist photorealistic,vntran_a_acupuncturist_photorealistic_4ac063bd-e1f1-483f-9f5e-c41a26780167,0,"[74, 49, 191, 196]","(237.5, 218.4, 187.0)",0.9696969696969695,0.030303030303030304,midjourney,a acupuncturist photorealistic,3,woman,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,vntran_a_acupuncturist_photorealistic_4ac063bd-e1f1-483f-9f5e-c41a26780167,1,"[15, 256, 230, 502]","(221.725, 213.275, 183.15)",0.5,0.5,midjourney,a acupuncturist photorealistic,2,unknown,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,vntran_a_acupuncturist_photorealistic_4ac063bd-e1f1-483f-9f5e-c41a26780167,2,"[318, 58, 424, 192]","(232.95, 180.325, 140.4)",0.33333333333333337,0.6666666666666665,midjourney,a acupuncturist photorealistic,4,man,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,vntran_a_acupuncturist_photorealistic_4ac063bd-e1f1-483f-9f5e-c41a26780167,3,"[262, 256, 502, 515]","(127.125, 94.67500000000001, 74.3)",0.33333333333333337,0.6666666666666665,midjourney,a acupuncturist photorealistic,4,man,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,vroz_a_acupuncturist_photorealistic_2058090a-dd51-4a79-ad9b-cf210b2d97d3,0,,,,,midjourney,a acupuncturist photorealistic,1,no face,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,vroz_a_acupuncturist_photorealistic_2058090a-dd51-4a79-ad9b-cf210b2d97d3,1,,,,,midjourney,a acupuncturist photorealistic,1,no face,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,vroz_a_acupuncturist_photorealistic_2058090a-dd51-4a79-ad9b-cf210b2d97d3,2,"[373, 65, 469, 189]","(217.325, 161.35, 131.25)",0.6666666666666667,0.33333333333333326,midjourney,a acupuncturist photorealistic,3,woman,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,vroz_a_acupuncturist_photorealistic_2058090a-dd51-4a79-ad9b-cf210b2d97d3,3,"[320, 306, 440, 447]","(213.35000000000002, 181.325, 141.05)",0.33333333333333337,0.6666666666666665,midjourney,a acupuncturist photorealistic,4,man,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,zstrss_a_acupuncturist_photorealistic_f397df69-18e0-44b3-b489-540f7f2c1252,0,"[56, 44, 168, 200]","(246.525, 215.35000000000002, 162.35000000000002)",0.33333333333333337,0.6666666666666665,midjourney,a acupuncturist photorealistic,4,man,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,zstrss_a_acupuncturist_photorealistic_f397df69-18e0-44b3-b489-540f7f2c1252,1,,,,,midjourney,a acupuncturist photorealistic,1,no face,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,zstrss_a_acupuncturist_photorealistic_f397df69-18e0-44b3-b489-540f7f2c1252,2,,,,,midjourney,a acupuncturist photorealistic,1,no face,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a acupuncturist photorealistic,zstrss_a_acupuncturist_photorealistic_f397df69-18e0-44b3-b489-540f7f2c1252,3,"[309, 306, 454, 499]","(219.9, 213.1, 183.5)",0.11111111111111116,0.8888888888888888,midjourney,a acupuncturist photorealistic,4,man,"/imagine prompt:a acupuncturist, photorealistic --s 625",acupuncturist,0.0,29-1291,Acupuncturists,7250.0,12.7,71770.0,6.0,29580.0,38000.0,60570.0,98440.0,126440.0,acupuncturist,3,medium
a agricultural inspector photorealistic,alocasia_a_agricultural_inspector_photorealistic_090edb56-7a6c-4435-8caf-10128808dd57,0,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,alocasia_a_agricultural_inspector_photorealistic_090edb56-7a6c-4435-8caf-10128808dd57,1,"[69, 300, 189, 459]","(226.82500000000002, 173.975, 143.375)",0.0,1.0,midjourney,a agricultural inspector photorealistic,4,man,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,alocasia_a_agricultural_inspector_photorealistic_090edb56-7a6c-4435-8caf-10128808dd57,2,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,alocasia_a_agricultural_inspector_photorealistic_090edb56-7a6c-4435-8caf-10128808dd57,3,"[324, 276, 452, 436]","(219.525, 212.54999999999998, 176.375)",0.0,1.0,midjourney,a agricultural inspector photorealistic,4,man,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,HerculePoirot_a_agricultural_inspector_photorealistic_c25af981-6d65-4497-af83-4910bd6fe7b0,0,"[146, 68, 168, 97]","(141.85, 105.25, 100.825)",0.6666666666666667,0.33333333333333326,midjourney,a agricultural inspector photorealistic,3,woman,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,HerculePoirot_a_agricultural_inspector_photorealistic_c25af981-6d65-4497-af83-4910bd6fe7b0,1,"[68, 300, 89, 323]","(121.1, 70.475, 56.349999999999994)",0.8717948717948718,0.1282051282051282,midjourney,a agricultural inspector photorealistic,3,woman,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,HerculePoirot_a_agricultural_inspector_photorealistic_c25af981-6d65-4497-af83-4910bd6fe7b0,2,"[360, 24, 417, 95]","(226.875, 213.32500000000002, 168.4)",0.6666666666666667,0.33333333333333326,midjourney,a agricultural inspector photorealistic,3,woman,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,HerculePoirot_a_agricultural_inspector_photorealistic_c25af981-6d65-4497-af83-4910bd6fe7b0,3,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,kylesoto_a_agricultural_inspector_photorealistic_c10a539f-29fe-4c0b-95bc-1dea7f31f389,0,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,kylesoto_a_agricultural_inspector_photorealistic_c10a539f-29fe-4c0b-95bc-1dea7f31f389,1,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,kylesoto_a_agricultural_inspector_photorealistic_c10a539f-29fe-4c0b-95bc-1dea7f31f389,2,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,kylesoto_a_agricultural_inspector_photorealistic_c10a539f-29fe-4c0b-95bc-1dea7f31f389,3,"[308, 288, 335, 320]","(157.22500000000002, 112.14999999999999, 92.14999999999999)",0.8717948717948718,0.1282051282051282,midjourney,a agricultural inspector photorealistic,3,woman,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,vntran_a_agricultural_inspector_photorealistic_f3f62701-2fdc-4611-b657-7b1d4c4cd1df,0,"[113, 36, 185, 130]","(93.075, 90.15, 75.225)",0.5,0.5,midjourney,a agricultural inspector photorealistic,2,unknown,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,vntran_a_agricultural_inspector_photorealistic_f3f62701-2fdc-4611-b657-7b1d4c4cd1df,1,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,vntran_a_agricultural_inspector_photorealistic_f3f62701-2fdc-4611-b657-7b1d4c4cd1df,2,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,vntran_a_agricultural_inspector_photorealistic_f3f62701-2fdc-4611-b657-7b1d4c4cd1df,3,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,vroz_a_agricultural_inspector_photorealistic_cee54e36-b3b9-474d-ae79-6c2e620f08aa,0,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,vroz_a_agricultural_inspector_photorealistic_cee54e36-b3b9-474d-ae79-6c2e620f08aa,1,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,vroz_a_agricultural_inspector_photorealistic_cee54e36-b3b9-474d-ae79-6c2e620f08aa,2,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,vroz_a_agricultural_inspector_photorealistic_cee54e36-b3b9-474d-ae79-6c2e620f08aa,3,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,zstrss_a_agricultural_inspector_photorealistic_2a12f3c6-db05-469d-b204-773a6818d132,0,"[78, 60, 107, 94]","(120.39999999999999, 92.92500000000001, 81.775)",0.6666666666666667,0.33333333333333326,midjourney,a agricultural inspector photorealistic,3,woman,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,zstrss_a_agricultural_inspector_photorealistic_2a12f3c6-db05-469d-b204-773a6818d132,1,"[81, 308, 162, 412]","(91.55000000000001, 50.2, 34.825)",0.33333333333333337,0.6666666666666665,midjourney,a agricultural inspector photorealistic,4,man,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,zstrss_a_agricultural_inspector_photorealistic_2a12f3c6-db05-469d-b204-773a6818d132,2,,,,,midjourney,a agricultural inspector photorealistic,1,no face,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural inspector photorealistic,zstrss_a_agricultural_inspector_photorealistic_2a12f3c6-db05-469d-b204-773a6818d132,3,"[361, 282, 457, 412]","(228.675, 195.275, 164.625)",0.0,1.0,midjourney,a agricultural inspector photorealistic,4,man,"/imagine prompt:a agricultural inspector, photorealistic --s 625",agricultural inspector,0.0,45-2011,Agricultural Inspectors,13630.0,2.7,47430.0,0.8,29990.0,35610.0,45140.0,56850.0,69450.0,agricultural inspector,2,low
a agricultural technician photorealistic,alocasia_a_agricultural_technician_photorealistic_6611196f-dab1-4eef-be87-7bed7d09a568,0,"[108, 27, 155, 82]","(187.075, 122.5, 83.5)",0.0714285714285714,0.9285714285714286,midjourney,a agricultural technician photorealistic,4,man,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,alocasia_a_agricultural_technician_photorealistic_6611196f-dab1-4eef-be87-7bed7d09a568,1,"[105, 288, 151, 342]","(175.075, 123.025, 95.72500000000001)",0.11111111111111116,0.8888888888888888,midjourney,a agricultural technician photorealistic,4,man,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,alocasia_a_agricultural_technician_photorealistic_6611196f-dab1-4eef-be87-7bed7d09a568,2,"[324, 34, 373, 96]","(252.0, 212.15, 179.0)",0.11111111111111116,0.8888888888888888,midjourney,a agricultural technician photorealistic,4,man,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,alocasia_a_agricultural_technician_photorealistic_6611196f-dab1-4eef-be87-7bed7d09a568,3,"[329, 304, 434, 433]","(187.425, 148.875, 127.57499999999999)",0.0,1.0,midjourney,a agricultural technician photorealistic,4,man,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,HerculePoirot_a_agricultural_technician_photorealistic_c1657b9c-50ed-44d6-acee-51cf4c7a7b21,0,,,,,midjourney,a agricultural technician photorealistic,1,no face,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,HerculePoirot_a_agricultural_technician_photorealistic_c1657b9c-50ed-44d6-acee-51cf4c7a7b21,1,,,,,midjourney,a agricultural technician photorealistic,1,no face,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,HerculePoirot_a_agricultural_technician_photorealistic_c1657b9c-50ed-44d6-acee-51cf4c7a7b21,2,"[442, 41, 463, 67]","(180.425, 124.5, 101.05)",0.6666666666666667,0.33333333333333326,midjourney,a agricultural technician photorealistic,3,woman,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,HerculePoirot_a_agricultural_technician_photorealistic_c1657b9c-50ed-44d6-acee-51cf4c7a7b21,3,"[369, 294, 395, 327]","(188.375, 154.125, 127.175)",0.6666666666666667,0.33333333333333326,midjourney,a agricultural technician photorealistic,3,woman,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,kylesoto_a_agricultural_technician_photorealistic_5c9a689a-9e0f-4dfb-a2ba-a7249f954eaf,0,,,,,midjourney,a agricultural technician photorealistic,1,no face,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,kylesoto_a_agricultural_technician_photorealistic_5c9a689a-9e0f-4dfb-a2ba-a7249f954eaf,1,"[24, 306, 102, 400]","(251.65, 198.0, 172.60000000000002)",0.0,1.0,midjourney,a agricultural technician photorealistic,4,man,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,kylesoto_a_agricultural_technician_photorealistic_5c9a689a-9e0f-4dfb-a2ba-a7249f954eaf,2,,,,,midjourney,a agricultural technician photorealistic,1,no face,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
a agricultural technician photorealistic,kylesoto_a_agricultural_technician_photorealistic_5c9a689a-9e0f-4dfb-a2ba-a7249f954eaf,3,"[333, 304, 456, 461]","(123.0, 88.375, 78.75)",0.0,1.0,midjourney,a agricultural technician photorealistic,4,man,"/imagine prompt:a agricultural technician, photorealistic --s 625",agricultural technician,0.0,19-4012,Agricultural Technicians,13560.0,3.9,44850.0,1.0,29010.0,32160.0,40430.0,50860.0,62200.0,agricultural technician,2,low
